,Unnamed:_0,Unnamed:_0,Unnamed:_0.1,Unnamed:_0.1.1,placename,'ee,deesel,thasel,thaself,thaseln,thasels,thasen,theesel,theeself,theeseln,theesels,theesen,thysen,yesel,yeself,you,yoursel,yourself,yourselfs,yourseln,yoursels,yourselt,yourselve,yourselves,yoursen,longitude,latitude
287,287,287,287,287,Colne,0.01,0.01,0.9680851132684472,0.7272727213223142,0.01,0.01,0.2429906529792996,0.01,0.01,0.01,0.01,0.28634361465077923,1.0,0.01,0.01,0.01,0.01,0.4693876913785871,0.01,0.01,0.01,0.01,0.01,0.01,0.40425532102308737,-2.176991,53.85564
288,288,288,288,288,Blandford Forum,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.1276595732458126,-2.165353,50.85691
289,289,289,289,289,Rochdale,0.01,0.01,0.8297872417224988,0.272727278677686,0.01,0.01,0.01,0.66666666,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7244897734277366,0.01,0.01,0.01,0.01,1.0,0.01,0.01,-2.1561,53.60971
290,290,290,290,290,Jersey,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8163265156184911,0.01,1.0,0.19333333619466667,0.01,0.01,0.01,0.1276595732458126,-2.13125,49.21444
291,291,291,291,291,Wolverhampton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.03571428640306122,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.12882,52.586969999999994
292,292,292,292,292,Stafford,0.01,0.01,0.01,0.18181818033057856,0.01,0.01,0.01,0.01,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.7959183710953774,0.01,0.01,0.01,0.01,0.01,0.01,0.08510638216387506,-2.12066,52.80669
293,293,293,293,293,Macclesfield,0.01,0.01,0.01,0.1363636311570248,0.01,0.01,0.09112149213359244,0.01,0.5000000150000001,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.0714285706632653,0.7397958359017011,0.01,0.01,0.01,0.01,1.0,0.01,0.03191489235400634,-2.119287,53.25866
294,294,294,294,294,Hexham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.7202380944855442,0.16836723823406033,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-2.1121439,54.97266
295,295,295,295,295,Aberdeen,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7499999994642856,0.32653049604330603,0.01,0.01,0.19333333619466667,0.01,0.01,0.01,0.01,-2.094278,57.149719999999995
296,296,296,296,296,Dudley,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.081112,52.51225
297,297,297,297,297,Cheltenham,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,0.5000000150000001,0.01,0.01,0.17180617085214153,0.01,0.01,0.01,0.1666667,0.01,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.0782533,51.899390000000004
298,298,298,298,298,Bromsgrove,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17180617085214153,0.01,0.01,0.01,0.01,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.061906,52.33559
299,299,299,299,299,Skipton,0.01,0.01,0.6542553273585333,0.314685311481246,1.0,1.0,0.7570093470207006,0.05128206,0.5000000150000001,0.01,1.0,0.5991189415505832,1.0,0.01,0.01,0.01,0.01,0.19858703661934987,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.7332242211630742,-2.0162787,53.96285
300,300,300,300,300,Fraserburgh,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7389162551864884,0.3033075553720454,0.01,0.01,0.4000000023200001,0.01,0.01,0.01,0.01,-2.007631,57.69335
301,301,301,301,301,Berwick,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9166666664880952,0.13265303123698235,0.01,0.01,0.5155555477191113,0.01,0.01,0.01,0.01,-2.005395,55.77024
302,302,302,302,302,Poole,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.1276595732458126,-1.987248,50.71505
303,303,303,303,303,Walsall,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9285714023323592,0.01,0.01,0.01,0.01,0.01,0.01,0.04255319108193753,-1.9829189999999999,52.586209999999994
304,304,304,304,304,Cirencester,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.968243,51.71849
305,305,305,305,305,Evesham,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,0.5000000150000001,0.01,0.01,0.17180617085214153,0.01,0.01,0.01,0.01,0.01,0.8775509491878326,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.9467700000000001,52.09215
306,306,306,306,306,Buxton,0.01,0.01,0.01,0.1363636311570248,0.01,0.01,0.09112149213359244,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.0714285706632653,0.7704081445231139,0.01,0.01,0.01,0.01,1.0,0.01,0.03191489235400634,-1.91483,53.259080000000004
307,307,307,307,307,Keighley,0.01,0.01,0.6542553273585333,0.314685311481246,1.0,1.0,0.7570093470207006,0.05128206,0.5000000150000001,0.01,1.0,0.5991189415505832,1.0,0.01,0.01,0.01,0.01,0.2291993452407629,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.6693944364550615,-1.9123580000000002,53.8678
308,308,308,308,308,Birmingham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9285714023323592,0.01,0.01,0.01,0.01,0.01,0.01,0.04255319108193753,-1.8904009999999998,52.48624
309,309,309,309,309,Bournemouth,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.1276595732458126,-1.880769,50.719159999999995
310,310,310,310,310,Halifax,0.01,0.01,1.0,0.587412590158932,1.0,1.0,0.7570093470207006,0.05128206,0.01,0.01,1.0,0.3700440539533079,1.0,0.01,0.01,0.01,0.01,0.2700156342869905,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.5630114568353239,-1.8575400000000002,53.727019999999996
311,311,311,311,311,Salisbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.01,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.794472,51.06878
312,312,312,312,312,Ringwood,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.1276595732458126,-1.7888169999999999,50.84495
313,313,313,313,313,Huddersfield,0.01,0.01,0.7925531989044817,0.587412590158932,1.0,1.0,0.7570093470207006,0.05128206,0.01,0.01,1.0,0.3700440539533079,1.0,0.01,0.01,0.01,0.01,0.33124006785633225,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.4991816682975241,-1.7850351000000002,53.64579000000001
314,314,314,314,314,Peterhead,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7389162551864884,0.36664313197086795,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.784066,57.50812
315,315,315,315,315,Swindon,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.7797176,51.55577
316,316,316,316,316,Bradford,0.01,0.01,0.5851063853621549,0.314685311481246,1.0,1.0,0.8785046735103503,0.05128206,0.5000000150000001,0.01,1.0,0.4845814977519456,1.0,0.01,0.01,0.01,0.01,0.2598114701886916,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.626841245373124,-1.759398,53.79598000000001
317,317,317,317,317,Ashbourne,0.01,0.01,0.01,0.3181818114876033,0.01,0.01,0.1822429952017644,0.01,0.01,0.01,0.01,0.2577092511240273,0.01,0.01,0.01,0.01,0.01,0.7142856093294375,0.01,0.01,0.01,0.01,0.01,0.01,0.3617021261113626,-1.7321790000000001,53.016630000000006
318,318,318,318,318,Marlborough,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5000000150000001,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.7270619999999999,51.42007
319,319,319,319,319,Stratford-upon-Avon,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.7082979999999999,52.19173
320,320,320,320,320,Alnwick,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.7202380944855442,0.2295918554768861,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-1.7062990000000002,55.41274
321,321,321,321,321,Otley,0.01,0.01,0.17021277072430965,0.314685311481246,1.0,1.0,1.0,0.05128206,0.5000000150000001,0.01,1.0,0.4845814977519456,1.0,0.01,0.01,0.01,0.01,0.2496074897638768,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.7332242211630742,-1.691786,53.90583
322,322,322,322,322,Bishop Auckland,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.27380952409013604,0.6530611757600959,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.6787880000000002,54.663819999999994
323,323,323,323,323,Burton upon Trent,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.059523809957482986,0.7653060624739642,0.01,0.01,0.01,0.01,0.01,0.01,0.34042553248528745,-1.6371358999999999,52.81403
324,324,324,324,324,Newcastle,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.6845238080824829,0.19897954685547334,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-1.61778,54.97825
325,325,325,325,325,Durham,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.6369047609736394,0.18877538275717426,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-1.5848520000000001,54.77525
326,326,326,326,326,Ashington,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.7916666651488095,0.1071428046647188,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-1.5659829,55.18298000000001
327,327,327,327,327,Darlington,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.1666666670238095,0.7448979179508503,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.559458,54.52361
328,328,328,328,328,Leeds,0.01,0.01,0.17021277072430965,0.314685311481246,1.0,1.0,0.8785046735103503,0.05128206,0.5000000150000001,0.01,1.0,0.4845814977519456,1.0,0.01,0.01,0.01,0.01,0.2904237788101044,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.6906710300811366,-1.5490774,53.80076
329,329,329,329,329,Harrogate,0.01,0.01,0.03191489917836127,0.314685311481246,1.0,1.0,0.7570093470207006,0.05128206,0.5000000150000001,0.01,1.0,0.4845814977519456,1.0,0.01,0.01,0.01,0.01,0.3006279429084037,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.7545008186189365,-1.5418120000000002,53.99211999999999
330,330,330,330,330,Leamington Spa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.5200789,52.28519
331,331,331,331,331,Coventry,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.023809523554421768,0.9591837109537724,0.01,0.01,0.01,0.01,0.01,0.01,0.04255319108193753,-1.519693,52.40682
332,332,332,332,332,Blyth,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.7202380944855442,0.16836723823406033,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-1.510277,55.12696
333,333,333,333,333,Wakefield,0.01,0.01,0.17021277072430965,0.314685311481246,1.0,1.0,1.0,0.05128206,0.5000000150000001,0.01,1.0,0.5991189415505832,1.0,0.01,0.01,0.01,0.01,0.18838305619453508,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.8183306071567363,-1.505924,53.6833
334,334,334,334,334,Andover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1694915,0.01,0.9688688137852092,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.4919233,51.2112
335,335,335,335,335,Witney,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,0.5000000150000001,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.7857142069970783,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.4850543999999999,51.785940000000004
336,336,336,336,336,Barnsley,0.01,0.01,0.1382978715459484,0.4545454590082645,0.01,0.01,0.8504672963621277,0.01,0.01,0.01,0.01,0.74449338984533,0.01,0.01,0.01,0.01,0.01,0.22448977342773668,0.01,0.01,0.01,0.01,0.01,0.01,0.8936170203802626,-1.479726,53.55263000000001
337,337,337,337,337,Derby,0.01,0.01,0.01,0.01,0.01,0.01,0.09112149213359244,0.01,0.01,0.01,0.01,0.08590308027188574,0.01,0.01,0.01,0.01,0.01,0.8010204531445266,0.01,0.01,0.01,0.01,0.01,0.01,0.3510638312132186,-1.4746186000000001,52.92253
338,338,338,338,338,Sheffield,0.01,0.01,0.1382978715459484,0.3181818114876033,0.01,0.01,0.6682243011603634,0.01,0.01,0.01,0.01,0.6585903095734442,0.01,0.01,0.01,0.1666667,0.01,0.2857142069970782,0.01,0.01,0.01,0.01,0.01,0.01,0.8297872356722498,-1.470085,53.38113000000001
339,339,339,339,339,Nuneaton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.059523809957482986,0.8571428046647187,0.01,0.01,0.01,0.01,0.01,0.01,0.14893617070167495,-1.465382,52.52049
340,340,340,340,340,Northallerton,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09523809421768707,0.8367346601416048,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-1.429959,54.337959999999995
341,341,341,341,341,South Shields,0.01,0.01,0.20744681354232689,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.6845238080824829,0.16836723823406033,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-1.427406,54.99941999999999
342,342,342,342,342,Chesterfield,0.01,0.01,0.01,0.3181818114876033,0.01,0.01,0.4252336481810639,0.01,0.01,0.01,0.01,0.6585903095734442,0.01,0.01,0.01,0.01,0.01,0.3979590937109465,0.01,0.01,0.01,0.01,0.01,0.01,0.7872340445903124,-1.421629,53.23505
343,343,343,343,343,Southampton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.4043508999999998,50.9097
344,344,344,344,344,Wetherby,0.01,0.01,0.17021277072430965,0.314685311481246,1.0,1.0,0.8785046735103503,0.05128206,0.5000000150000001,0.01,1.0,0.8281938291478587,1.0,0.01,0.01,0.01,0.01,0.2598114701886916,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.626841245373124,-1.384816,53.92706
345,345,345,345,345,Sunderland,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.6369047609736394,0.18877538275717426,1.0,0.01,0.3544444477568889,0.01,0.01,1.0,0.01,-1.383801,54.90687
346,346,346,346,346,Rotherham,0.01,0.01,0.1382978715459484,0.3181818114876033,0.01,0.01,0.6682243011603634,0.01,0.01,0.01,0.01,0.6585903095734442,0.01,0.01,0.01,0.01,0.01,0.31632651561849123,0.01,0.01,0.01,0.01,0.01,0.01,0.8297872356722498,-1.3635008999999998,53.4326
347,347,347,347,347,Castleford,0.01,0.01,0.17021277072430965,0.314685311481246,1.0,1.0,0.8785046735103503,0.05128206,0.5000000150000001,0.01,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.10675029442859554,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.882160391864749,-1.345968,53.72346999999999
348,348,348,348,348,Thirsk,0.01,0.01,0.03191489917836127,0.041958049167196455,1.0,1.0,0.14953271457245176,0.05128206,0.5000000150000001,0.01,1.0,0.4845814977519456,0.01,0.01,0.01,0.01,0.04120879068485087,0.6577707475731221,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.26513911543197405,-1.341377,54.23385
349,349,349,349,349,Banbury,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.8163265156184911,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.339775,52.0629
350,350,350,350,350,Stockton,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.27380952409013604,0.6530611757600959,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.3289821000000002,54.57046
351,351,351,351,351,Newbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5172414000000001,0.01,0.904996543265024,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.3231138999999998,51.40141
352,352,352,352,352,Isle of Wight,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.304734,50.69385
353,353,353,353,353,Isle of Wight,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.304734,50.69385
354,354,354,354,354,Abingdon,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.8775509491878326,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.2879528999999998,51.67078
355,355,355,355,355,Shetland Islands,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7758620694458127,0.14496833836476247,0.01,0.01,0.4000000023200001,0.01,0.01,0.01,0.01,-1.2659409,60.52965
356,356,356,356,356,Rugby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.023809523554421768,0.8979590937109464,0.01,0.01,0.01,0.01,0.01,0.01,0.10638297961973744,-1.265032,52.37088
357,357,357,357,357,Oxford,0.01,0.01,0.01,0.5454545409917355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.2577263,51.75202
358,358,358,358,358,Middlesbrough,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.27380952409013604,0.6530611757600959,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.234956,54.57423000000001
359,359,359,359,359,Hartlepool,0.01,0.01,0.3457446850882752,0.01,0.01,0.01,0.01,0.33333334,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.27380952409013604,0.6530611757600959,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.212926,54.69174
360,360,360,360,360,Loughborough,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.023809523554421768,0.8673469687630179,0.01,0.01,0.01,0.01,0.01,0.01,0.23404255286555,-1.206166,52.7721
361,361,361,361,361,Mansfield,0.01,0.01,0.01,0.18181818033057856,0.01,0.01,0.5163551403146563,0.01,0.01,0.01,0.01,0.6585903095734442,0.01,0.01,0.01,0.01,0.01,0.4438774648063237,0.01,0.01,0.01,0.01,0.01,0.01,0.6914893636985061,-1.198674,53.1472
362,362,362,362,362,Nottingham,0.01,0.01,0.01,0.01,0.01,0.01,0.27336448733535684,0.01,0.01,0.01,0.01,0.2577092511240273,0.01,0.01,0.01,0.01,0.01,0.6785714023323594,0.01,0.01,0.01,0.01,0.01,0.01,0.4787234044590312,-1.1581086,52.95478000000001
363,363,363,363,363,Bicester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.8775509491878326,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.1535898999999998,51.8996
364,364,364,364,364,Leicester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.023809523554421768,0.8979590937109464,0.01,0.01,0.01,0.01,0.01,0.01,0.17021276432775012,-1.1397591999999999,52.63688000000001
365,365,365,365,365,Doncaster,0.01,0.01,0.1382978715459484,0.3636363606611571,0.01,0.01,0.8504672963621277,0.01,0.01,0.01,0.01,0.74449338984533,0.01,0.01,0.01,0.01,0.01,0.18367348438150888,0.01,0.01,0.01,0.01,0.01,0.01,1.0,-1.128462,53.522819999999996
366,366,366,366,366,Worksop,0.01,0.01,0.01,0.18181818033057856,0.01,0.01,0.5163551403146563,0.01,0.01,0.01,0.01,0.6585903095734442,0.01,0.01,0.01,0.01,0.01,0.3214285976676407,0.01,0.01,0.01,0.01,0.01,0.01,0.9468085101901312,-1.122745,53.3093
367,367,367,367,367,Basingstoke,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3448276,0.01,0.9366642397276927,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.0923964,51.26654
368,368,368,368,368,Portsmouth,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17241379999999998,0.01,0.9683321198638464,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.0879769,50.81977
369,369,369,369,369,York,0.01,0.01,0.03191489917836127,0.314685311481246,1.0,1.0,0.7570093470207006,0.05128206,0.5000000150000001,0.01,1.0,0.8281938291478587,1.0,0.01,0.01,0.01,0.01,0.2087912007176492,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.8183306071567363,-1.0872979,53.95997
370,370,370,370,370,Selby,0.01,0.01,0.17021277072430965,0.4965034918118246,1.0,1.0,0.7570093470207006,0.05128206,0.5000000150000001,0.01,1.0,0.8281938291478587,0.01,0.01,0.01,0.01,0.01,0.13736260305000855,0.01,0.0769230907692309,0.02974359464533332,0.01,0.01,0.01,0.9247135829466866,-1.067189,53.783519999999996
371,371,371,371,371,Helmsley,0.01,0.01,0.01,0.18181818033057856,0.01,0.01,0.2429906529792996,0.01,0.5000000150000001,0.01,0.01,0.4581497751945508,0.01,0.01,0.01,0.01,0.03571428640306122,0.6734693202832098,0.01,0.01,0.01,0.01,0.01,0.01,0.2553191503214124,-1.0562636,54.24651
372,372,372,372,372,Towcester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6666667,0.03571428640306122,0.8163265156184911,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-0.9896879999999999,52.13511
373,373,373,373,373,Reading,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5172414000000001,0.01,0.904996543265024,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.9781303,51.45426
374,374,374,374,374,Retford,0.01,0.01,0.01,0.18181818033057856,0.01,0.01,0.5163551403146563,0.01,0.01,0.01,0.01,0.6585903095734442,0.01,0.01,0.01,0.01,0.01,0.3214285976676407,0.01,0.01,0.01,0.01,0.01,0.01,0.9468085101901312,-0.9455030000000001,53.32136
375,375,375,375,375,Petersfield,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17241379999999998,0.01,0.9683321198638464,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.93899,51.00759
376,376,376,376,376,Northampton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.9026559999999999,52.24048
377,377,377,377,377,Melton Mowbray,0.01,0.01,0.01,0.01,0.01,0.01,0.1952603496587662,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8688046015350697,0.01,0.01,0.01,0.01,0.01,0.01,0.2051671749809222,-0.887126,52.7664
378,378,378,378,378,Aylesbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-0.8084,51.81561
